City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
455,Nizwa,OM,22.9333,57.5333,84.24,75,68,2.98,broken clouds
456,Avera,US,33.194,-82.5271,89.11,65,100,7.0,overcast clouds
457,Tiarei,PF,-17.5333,-149.3333,80.62,76,15,10.38,light rain
458,Tsabong,BW,-26.0217,22.401,59.68,40,17,7.0,few clouds
459,Krini,GR,39.387,22.3509,74.48,33,0,2.71,clear sky
460,Wajima,JP,37.4,136.9,75.16,92,99,11.36,light rain
461,Krutinka,RU,56.0055,71.5113,55.08,98,63,8.01,broken clouds
462,Nemuro,JP,43.3236,145.575,59.59,86,0,5.5,clear sky
463,Batagay,RU,67.6333,134.6333,63.55,56,90,3.04,overcast clouds
464,Taoudenni,ML,22.6783,-3.9836,88.32,45,46,13.18,light rain
465,Seduva,LT,55.7667,23.7667,63.03,82,15,2.33,few clouds
466,Sao Joao Da Barra,BR,-21.6403,-41.0511,70.16,86,5,10.42,clear sky
467,Sault Sainte Marie,CA,46.5168,-84.3333,71.42,64,20,10.36,few clouds
468,Suffolk,US,40.8668,-72.7996,84.88,88,20,10.36,few clouds
469,Santa Fe,AR,-31.6333,-60.7,61.0,80,100,4.0,light rain
470,Narok,KE,-1.0783,35.8601,54.61,81,87,7.78,overcast clouds
471,Paamiut,GL,61.994,-49.6678,46.83,86,7,9.44,clear sky
472,Kapit,MY,2.0167,112.9333,74.07,99,100,1.28,overcast clouds
473,Ivanava,BY,52.1451,25.5365,62.31,92,9,7.09,clear sky
474,Lisakovsk,KZ,52.5369,62.4936,59.43,67,1,6.91,clear sky
475,Irbeyskoye,RU,55.6428,95.4522,61.38,67,97,1.25,overcast clouds
476,Jinchang,CN,38.4953,102.1739,60.37,49,0,7.85,clear sky
477,Jaru,BR,-10.4389,-62.4664,79.74,40,0,1.61,clear sky
478,San Quintin,MX,30.4833,-115.95,73.53,68,100,13.42,overcast clouds
479,Cusuna,HN,15.85,-85.2333,84.45,65,30,10.54,scattered clouds
480,Nara,JP,34.6851,135.8049,81.5,55,51,9.46,broken clouds
481,Leh,IN,34.1667,77.5833,64.53,20,95,4.99,overcast clouds
482,Half Moon Bay,US,37.4636,-122.4286,91.54,75,100,25.32,mist
483,Cozumel,MX,20.5083,-86.9458,82.99,80,41,5.99,scattered clouds
484,Erenhot,CN,43.6475,111.9767,70.77,47,100,21.03,light rain
485,Najran,SA,17.4924,44.1277,83.1,35,71,2.42,broken clouds
486,Dudinka,RU,69.4058,86.1778,54.63,79,32,7.07,scattered clouds
487,Rengasdengklok,ID,-6.1592,107.2981,74.98,85,70,3.89,broken clouds
488,Kathu,TH,7.9178,98.3332,84.74,85,100,4.85,overcast clouds
489,Sarangani,PH,5.4033,125.4636,82.47,73,100,5.68,overcast clouds
490,Whitehorse,CA,60.7161,-135.0538,65.17,44,75,16.11,broken clouds
491,Morondava,MG,-20.2833,44.2833,69.04,71,0,11.54,clear sky
492,Arman,RU,59.7,150.1667,71.02,75,40,2.3,scattered clouds
493,Timiryazevskiy,RU,56.49,84.8769,61.75,98,97,7.31,light rain
494,Ambilobe,MG,-13.2,49.05,64.78,74,28,5.14,scattered clouds
495,Maraa,BR,-1.8333,-65.3667,74.25,96,83,2.84,broken clouds
496,Hit,IQ,33.6416,42.8251,91.06,17,0,11.16,clear sky
497,Poronaysk,RU,49.2167,143.1167,57.04,96,100,4.05,overcast clouds
498,Baisha,CN,26.5222,110.9311,77.86,88,55,3.71,broken clouds
499,Reforma,MX,18.1,-91.0167,88.92,63,48,4.81,scattered clouds
500,Liku,ID,-0.7275,119.8922,75.56,90,81,3.02,broken clouds
501,Opunake,NZ,-39.4556,173.8583,55.45,69,94,19.48,overcast clouds
502,Sundsvall,SE,62.3913,17.3063,62.56,98,100,9.22,light rain
503,Aykhal,RU,66.0,111.5,55.98,83,100,2.17,overcast clouds
504,Orlik,RU,52.5178,99.825,52.07,80,92,0.6,overcast clouds
505,Nantucket,US,41.2835,-70.0995,78.85,93,44,22.24,light rain
506,Dalbandin,PK,28.8947,64.4101,87.96,54,18,5.23,few clouds
507,Qandala,SO,11.472,49.8728,87.76,50,71,12.03,broken clouds
508,Mayo,US,38.8876,-76.5119,90.48,77,90,4.68,overcast clouds
509,Tianpeng,CN,30.9866,103.9393,66.97,96,100,3.6,overcast clouds
510,Ignacio Zaragoza,MX,28.3833,-107.2167,86.81,21,79,10.83,broken clouds
511,Saint-Francois,FR,46.4154,3.9054,62.04,88,0,3.44,clear sky
512,Gumdag,TM,39.2061,54.5906,80.87,58,0,9.1,clear sky
513,Bosaso,SO,11.2842,49.1816,89.13,36,42,23.06,scattered clouds
514,Inhambane,MZ,-23.865,35.3833,67.12,84,0,4.52,clear sky
515,Rancho Palos Verdes,US,33.7445,-118.387,91.45,77,40,19.57,scattered clouds
516,Bereda,ES,43.2686,-7.5406,66.42,100,93,6.02,overcast clouds
517,Osakarovka,KZ,50.565,72.5692,59.11,64,25,5.99,scattered clouds
518,Batagay-Alyta,RU,67.8006,130.4114,55.83,65,92,4.05,overcast clouds
519,Mucuri,BR,-18.0864,-39.5508,71.71,79,0,7.45,clear sky
520,Vokhtoga,RU,58.8147,41.0461,54.09,88,72,3.29,broken clouds
521,Clyde River,CA,70.4692,-68.5914,37.8,95,100,3.4,overcast clouds
522,Hornepayne,CA,49.2138,-84.7705,72.1,55,28,8.25,scattered clouds
523,Kantunilkin,MX,21.0917,-87.45,89.53,50,84,6.67,broken clouds
524,Belorechensk,RU,44.76,39.87,58.41,79,5,4.92,clear sky
525,Yangshan,CN,28.7615,115.0287,79.83,79,79,3.18,broken clouds
526,Vanimo,PG,-2.6741,141.3028,78.4,87,100,5.21,overcast clouds
527,Ahlat,TR,38.7518,42.4814,64.31,40,0,3.65,clear sky
528,Bonthe,SL,7.5264,-12.505,76.68,80,97,11.63,overcast clouds
529,Turochak,RU,52.2576,87.1224,56.5,98,100,3.83,light rain
530,Svetlogorsk,BY,52.6333,29.7333,58.44,95,37,7.16,scattered clouds
531,Gazojak,TM,41.1875,61.4036,92.3,16,0,13.78,clear sky
532,Saint-Augustin,CA,51.226,-58.6502,67.91,59,81,5.59,broken clouds
533,Salinopolis,BR,-0.6136,-47.3561,78.57,83,73,7.92,broken clouds
534,Anshan,CN,41.1236,122.99,72.64,89,54,5.82,broken clouds
535,Sesheke,ZM,-17.4759,24.2968,59.97,59,39,4.36,scattered clouds
536,Warwick,US,41.7001,-71.4162,83.77,80,75,20.71,mist
537,Kamogawa,JP,35.1,140.1,82.36,82,32,13.94,scattered clouds
538,Eydhafushi,MV,5.1033,73.0708,82.62,74,100,17.69,overcast clouds
539,Beranang,MY,2.8733,101.8697,78.55,93,68,2.62,broken clouds
540,Suruc,TR,36.9761,38.425,78.82,30,0,17.07,clear sky
541,Shushenskoye,RU,53.325,91.9356,59.94,76,85,3.74,overcast clouds
542,Waddan,LY,29.1614,16.139,76.62,54,0,10.11,clear sky
543,Algeciras,ES,36.1333,-5.4505,74.88,88,75,14.97,mist
544,Along,IN,28.1667,94.7667,74.21,99,100,1.81,overcast clouds
545,Blacksburg,US,37.2296,-80.4139,86.97,65,0,4.61,clear sky
546,Sucua,EC,-2.4667,-78.1667,71.04,83,83,0.76,broken clouds
547,Oistins,BB,13.0667,-59.5333,81.52,76,17,18.81,few clouds
548,Yangjiang,CN,21.85,111.9667,79.47,89,21,3.56,few clouds
549,Nhulunbuy,AU,-12.2333,136.7667,74.01,49,48,9.22,scattered clouds
550,Sete,FR,43.4018,3.6966,78.66,66,0,7.43,clear sky
551,Turka,UA,49.1541,23.0297,56.8,67,0,1.74,clear sky
552,Novyy Urgal,RU,51.0736,132.5642,65.25,79,80,2.93,broken clouds
553,Linjiang,CN,41.8069,126.9078,69.48,94,90,1.1,overcast clouds
554,Paracuru,BR,-3.41,-39.0306,76.1,81,81,9.8,broken clouds
555,Alepe,CI,5.5004,-3.6631,76.87,83,52,3.0,broken clouds
556,Tazovskiy,RU,67.4667,78.7,43.47,84,100,4.36,overcast clouds
557,Yaan,NG,7.3833,8.5667,71.06,96,96,5.01,overcast clouds
558,Dickinson,US,29.4608,-95.0513,96.13,65,31,5.99,scattered clouds
559,Baculin,PH,7.4525,126.5842,80.6,80,29,3.22,scattered clouds
560,Kieta,PG,-6.2167,155.6333,83.53,63,93,2.13,overcast clouds
561,Inuvik,CA,68.3499,-133.7218,70.83,46,52,8.77,light rain
562,Kavieng,PG,-2.5744,150.7967,82.18,78,100,11.3,light rain
563,Abu Zabad,SD,12.35,29.25,71.42,79,70,5.84,broken clouds
564,Kattivakkam,IN,13.2167,80.3167,78.89,74,97,10.45,overcast clouds
565,Trincomalee,LK,8.5711,81.2335,78.84,86,80,15.21,broken clouds
566,Nalut,LY,30.3333,10.85,82.18,23,0,10.11,clear sky
567,Muscat,OM,23.6139,58.5922,88.75,73,14,6.11,few clouds
568,Codrington,AU,-38.2667,141.9667,48.58,83,84,11.77,broken clouds
569,Severnyy,RU,50.677,36.5532,57.24,100,0,6.71,clear sky
570,Stromness,GB,58.965,-3.296,46.36,83,100,5.82,overcast clouds
571,Cannes,FR,43.55,7.0167,80.6,73,0,3.44,clear sky
572,Imbituba,BR,-28.24,-48.6703,67.08,90,14,8.81,few clouds
573,Broken Hill,AU,-31.95,141.4333,49.28,80,66,12.44,broken clouds
574,Abha,SA,18.2164,42.5053,69.12,58,87,3.29,overcast clouds
575,Oriximina,BR,-1.7656,-55.8661,79.56,76,73,3.91,broken clouds
576,Ixtapa,MX,20.7,-105.2,90.23,75,29,5.01,scattered clouds
577,Harjavalta,FI,61.3167,22.1333,67.73,83,95,7.16,overcast clouds
578,Abu Kamal,SY,34.4506,40.9171,86.79,32,0,10.67,clear sky
579,Krasavino,RU,60.9614,46.4814,58.32,91,82,4.0,broken clouds
580,Cienfuegos,CU,22.1461,-80.4356,85.35,64,15,5.75,few clouds
581,High Rock,BS,26.6208,-78.2833,84.34,68,66,11.88,broken clouds
582,Sohag,EG,26.557,31.6948,85.33,26,0,15.26,clear sky
583,Davenport,US,41.5236,-90.5776,88.03,60,0,8.01,clear sky
584,Berlevag,NO,70.8578,29.0864,62.4,94,100,6.91,moderate rain
585,Bucerias,MX,20.75,-105.3333,90.99,75,11,6.87,few clouds
586,Nelson,NZ,-41.2833,173.2833,46.29,89,2,1.99,clear sky
587,Yeppoon,AU,-23.1333,150.7333,60.58,91,25,7.85,scattered clouds
588,Channel-Port Aux Basques,CA,47.5702,-59.1367,62.33,79,32,4.56,scattered clouds
589,Chiang Kham,TH,19.5233,100.3,71.91,96,100,1.7,overcast clouds
590,Simao,CN,22.7886,100.9748,64.24,98,100,2.13,overcast clouds
591,Piranhas,BR,-16.4269,-51.8222,74.19,35,5,1.88,clear sky
592,Westport,US,41.1415,-73.3579,90.93,78,57,8.99,broken clouds
593,Kulhudhuffushi,MV,6.6221,73.07,81.73,75,100,18.41,light rain
594,Umm Lajj,SA,25.0213,37.2685,85.91,58,8,8.59,clear sky
595,Kazuno,JP,40.1836,140.7872,71.62,88,100,4.0,overcast clouds
596,Brae,GB,60.3964,-1.353,50.02,86,41,8.52,scattered clouds
597,Maple Creek,CA,49.9168,-109.4848,85.96,22,2,13.53,clear sky
598,Coihaique,CL,-45.5752,-72.0662,20.21,98,63,3.65,broken clouds
599,Ayr,GB,55.4627,-4.6339,60.31,88,40,5.75,scattered clouds
600,Chulym,RU,55.0997,80.9572,57.92,97,30,11.65,scattered clouds
601,Maine-Soroa,NE,13.2114,12.0241,82.36,58,61,5.79,broken clouds
602,Zhigansk,RU,66.7697,123.3711,60.93,95,90,11.25,light rain
603,Mariental,NA,-24.6333,17.9667,56.68,32,0,12.8,clear sky
604,Altamira,BR,-3.2033,-52.2064,78.35,67,92,1.21,overcast clouds
605,Rio Grande,BR,-32.035,-52.0986,62.71,99,100,6.93,overcast clouds
606,Solnechnyy,RU,50.7214,136.6319,56.79,94,100,6.85,overcast clouds
607,Beni,CD,0.5,29.4667,64.47,89,99,2.04,overcast clouds
608,Deming,US,32.2687,-107.7586,96.19,20,87,13.49,overcast clouds
609,Hoquiam,US,46.9809,-123.8893,74.84,75,75,11.5,broken clouds
610,Kalmunai,LK,7.4167,81.8167,79.14,82,98,4.97,overcast clouds
611,Calbe,DE,51.9,11.7667,68.29,82,43,5.61,scattered clouds
612,Ilebo,CD,-4.3167,20.5833,73.0,61,11,2.28,few clouds
613,Kolno,PL,53.4115,21.9291,65.57,76,17,5.53,few clouds
614,Manta,EC,-0.95,-80.7333,70.41,82,100,10.2,overcast clouds
615,Gouyave,GD,12.1646,-61.7296,80.4,78,1,17.34,clear sky
616,Pemberton,CA,50.3164,-122.8027,86.23,34,66,6.4,broken clouds
617,Yarmouth,US,41.7057,-70.2286,80.65,91,100,19.57,mist
618,Necochea,AR,-38.5473,-58.7368,44.83,48,91,5.23,overcast clouds
619,Manbij,SY,36.5281,37.9549,76.96,52,0,11.1,clear sky
620,Bredy,RU,52.4153,60.3411,58.19,74,18,7.45,few clouds
621,Ust-Tsilma,RU,65.441,52.1498,50.38,75,31,4.94,scattered clouds
622,Vaasa,FI,63.096,21.6158,65.28,94,96,4.61,thunderstorm with heavy rain
623,Youkounkoun,GN,12.5333,-13.1333,74.03,98,100,4.99,heavy intensity rain
624,Novopskov,UA,49.5464,39.0899,56.07,96,44,6.73,scattered clouds
625,Hovd,MN,48.0056,91.6419,61.72,44,97,4.68,overcast clouds
626,Harlingen,US,26.1906,-97.6961,95.09,42,0,21.85,clear sky
627,Bom Jesus,BR,-9.0744,-44.3586,76.57,38,27,4.97,scattered clouds
628,Vyshhorod,UA,50.5848,30.4898,65.93,95,14,10.42,few clouds
629,Comodoro Rivadavia,AR,-45.8667,-67.5,39.06,35,0,12.66,clear sky
630,Alice Springs,AU,-23.7,133.8833,38.75,70,0,0.0,clear sky
631,Saint-Georges,GD,12.0564,-61.7485,80.47,79,2,14.81,clear sky
632,Puerto Lopez,CO,4.0845,-72.956,73.53,93,98,1.34,overcast clouds
633,Faya,SA,18.3851,42.4509,68.94,58,86,3.71,overcast clouds
634,Coahuayana,MX,18.7333,-103.6833,88.38,69,89,7.18,overcast clouds
635,Nizhniy Baskunchak,RU,48.2198,46.8311,69.87,59,35,4.36,scattered clouds
636,Lagoa,PT,39.05,-27.9833,71.74,89,96,4.27,overcast clouds
637,Novikovo,RU,51.1537,37.8879,54.5,96,94,7.56,overcast clouds
638,Tromso,NO,69.6496,18.957,51.82,87,100,0.0,overcast clouds
639,Waterloo,CA,43.4668,-80.5164,85.48,57,0,8.99,clear sky
640,Baherden,TM,38.4362,57.4316,87.66,26,0,9.06,clear sky
641,Mangan,IN,27.5167,88.5333,75.69,94,100,0.74,overcast clouds
642,Walkerton,US,41.4667,-86.4831,89.78,57,40,8.05,scattered clouds
643,Abu Dhabi,AE,24.4667,54.3667,96.91,54,0,4.61,clear sky
644,Yelnya,RU,54.5786,33.1837,54.21,96,5,8.75,clear sky
645,Touros,BR,-5.1989,-35.4608,75.34,84,100,8.5,overcast clouds
646,Trelew,AR,-43.249,-65.3051,44.69,49,100,11.36,overcast clouds
647,Itoman,JP,26.1247,127.6694,86.02,89,20,11.5,few clouds
648,Arys,KZ,42.4252,68.795,85.24,15,0,10.76,clear sky
649,Poltavka,RU,54.3663,71.7632,57.22,91,25,12.53,scattered clouds
650,Olafsvik,IS,64.8945,-23.7142,53.15,87,66,7.27,broken clouds
651,Dire Dawa,ET,9.5931,41.8661,71.73,60,41,18.45,scattered clouds
652,Rafraf,TN,37.1904,10.1837,75.51,70,0,6.13,clear sky
653,Marystown,CA,47.1666,-55.1483,64.85,100,52,8.01,broken clouds
654,Kingswood,GB,51.4528,-2.5083,67.91,77,20,2.3,few clouds
655,Vila Do Maio,CV,15.1333,-23.2167,75.51,84,100,9.44,overcast clouds
656,San-Pedro,CI,4.7485,-6.6363,74.8,75,100,5.19,overcast clouds
657,Maues,BR,-3.3836,-57.7186,78.64,74,34,0.36,scattered clouds
658,Yabrud,SY,33.9674,36.6574,66.88,46,0,3.47,clear sky
659,Terrace,CA,54.5163,-128.6035,75.11,40,20,12.66,few clouds
660,La Ronge,CA,55.1001,-105.2842,63.95,56,77,12.86,broken clouds
661,Pangody,RU,65.85,74.4859,44.22,84,100,7.45,overcast clouds
662,Linqiong,CN,30.4159,103.4609,71.38,96,100,4.43,light rain
663,Sept-Iles,CA,50.2001,-66.3821,68.52,69,100,14.97,heavy intensity rain
664,Hailar,CN,49.2,119.7,73.51,55,11,3.83,few clouds
665,Segou,ML,13.4317,-6.2157,80.94,68,73,8.14,broken clouds
666,Raudeberg,NO,61.9875,5.1352,52.47,79,66,10.67,broken clouds
667,Zhuhai,CN,22.2769,113.5678,84.85,94,20,1.14,few clouds
668,Quelimane,MZ,-17.8786,36.8883,66.49,89,0,3.76,clear sky
669,Pouebo,NC,-20.4,164.5667,77.81,76,90,12.3,overcast clouds
670,Camacha,PT,33.0833,-16.3333,67.42,68,75,16.11,broken clouds
671,Andenes,NO,69.3143,16.1194,53.58,87,100,5.75,overcast clouds
672,Weinan,CN,34.5036,109.5089,67.32,90,100,16.4,light rain
673,Dunstable,GB,51.886,-0.521,66.04,77,100,8.05,overcast clouds
674,Jizan,SA,17.3333,42.6667,90.05,57,45,4.18,scattered clouds
675,Barcelona,ES,41.3888,2.159,80.69,76,0,6.91,clear sky
676,Winnemucca,US,40.973,-117.7357,98.65,6,0,8.05,clear sky
677,Ambulu,ID,-8.345,113.6058,71.83,89,99,3.18,overcast clouds
678,Puri,IN,19.8,85.85,81.12,79,100,4.0,overcast clouds
679,Ngunguru,NZ,-35.6167,174.5,54.99,72,27,7.85,scattered clouds
680,Kassala,SD,15.451,36.4,79.81,67,91,12.37,overcast clouds
681,Kjopsvik,NO,68.097,16.3742,54.18,92,100,1.45,overcast clouds
682,Izhma,RU,65.0083,53.9113,53.69,65,70,5.61,broken clouds
683,Maanshan,CN,31.6957,118.4983,81.82,82,20,2.66,few clouds
684,Vodnyy,RU,63.5046,53.4095,60.57,72,75,4.32,broken clouds
685,Tahta,EG,26.7693,31.5021,84.83,27,0,13.13,clear sky
